,country,year,sex,age,suicides_no,population,suiciderate,yearlygdp,gdp
397,Antigua and Barb.,1998,female,25-34 years,0,8332,0.0,727860593,10078
398,Antigua and Barb.,1998,female,35-54 years,0,9615,0.0,727860593,10078
399,Antigua and Barb.,1998,female,5-14 years,0,8183,0.0,727860593,10078
400,Antigua and Barb.,1998,female,55-74 years,0,3921,0.0,727860593,10078
401,Antigua and Barb.,1998,female,75+ years,0,1476,0.0,727860593,10078
402,Antigua and Barb.,1998,male,15-24 years,0,5916,0.0,727860593,10078
403,Antigua and Barb.,1998,male,25-34 years,0,7294,0.0,727860593,10078
404,Antigua and Barb.,1998,male,35-54 years,0,9086,0.0,727860593,10078
405,Antigua and Barb.,1998,male,5-14 years,0,7706,0.0,727860593,10078
406,Antigua and Barb.,1998,male,55-74 years,0,3213,0.0,727860593,10078
407,Antigua and Barb.,1998,male,75+ years,0,954,0.0,727860593,10078
408,Antigua and Barb.,1999,female,15-24 years,0,6589,0.0,766198926,10378
409,Antigua and Barb.,1999,female,25-34 years,0,8526,0.0,766198926,10378
410,Antigua and Barb.,1999,female,35-54 years,0,10311,0.0,766198926,10378
411,Antigua and Barb.,1999,female,5-14 years,0,8314,0.0,766198926,10378
412,Antigua and Barb.,1999,female,55-74 years,0,3968,0.0,766198926,10378
413,Antigua and Barb.,1999,female,75+ years,0,1451,0.0,766198926,10378
414,Antigua and Barb.,1999,male,15-24 years,0,5845,0.0,766198926,10378
415,Antigua and Barb.,1999,male,25-34 years,0,7263,0.0,766198926,10378
416,Antigua and Barb.,1999,male,35-54 years,0,9537,0.0,766198926,10378
417,Antigua and Barb.,1999,male,5-14 years,0,7805,0.0,766198926,10378
418,Antigua and Barb.,1999,male,55-74 years,0,3276,0.0,766198926,10378
419,Antigua and Barb.,1999,male,75+ years,0,947,0.0,766198926,10378
420,Antigua and Barb.,2000,male,55-74 years,1,3333,30.0,830158778,11021
421,Antigua and Barb.,2000,male,35-54 years,1,10033,9.97,830158778,11021
422,Antigua and Barb.,2000,female,15-24 years,0,6616,0.0,830158778,11021
423,Antigua and Barb.,2000,female,25-34 years,0,8595,0.0,830158778,11021
424,Antigua and Barb.,2000,female,35-54 years,0,11040,0.0,830158778,11021
425,Antigua and Barb.,2000,female,5-14 years,0,8439,0.0,830158778,11021
426,Antigua and Barb.,2000,female,55-74 years,0,3986,0.0,830158778,11021
427,Antigua and Barb.,2000,female,75+ years,0,1413,0.0,830158778,11021
428,Antigua and Barb.,2000,male,15-24 years,0,5783,0.0,830158778,11021
429,Antigua and Barb.,2000,male,25-34 years,0,7177,0.0,830158778,11021
430,Antigua and Barb.,2000,male,5-14 years,0,7973,0.0,830158778,11021
431,Antigua and Barb.,2000,male,75+ years,0,938,0.0,830158778,11021
432,Antigua and Barb.,2001,male,35-54 years,2,10281,19.45,800740259,10468
433,Antigua and Barb.,2001,female,15-24 years,0,6902,0.0,800740259,10468
434,Antigua and Barb.,2001,female,25-34 years,0,8425,0.0,800740259,10468
435,Antigua and Barb.,2001,female,35-54 years,0,11402,0.0,800740259,10468
436,Antigua and Barb.,2001,female,5-14 years,0,8428,0.0,800740259,10468
437,Antigua and Barb.,2001,female,55-74 years,0,4037,0.0,800740259,10468
438,Antigua and Barb.,2001,female,75+ years,0,1487,0.0,800740259,10468
439,Antigua and Barb.,2001,male,15-24 years,0,6084,0.0,800740259,10468
440,Antigua and Barb.,2001,male,25-34 years,0,7071,0.0,800740259,10468
441,Antigua and Barb.,2001,male,5-14 years,0,7958,0.0,800740259,10468
442,Antigua and Barb.,2001,male,55-74 years,0,3442,0.0,800740259,10468
443,Antigua and Barb.,2001,male,75+ years,0,980,0.0,800740259,10468
444,Antigua and Barb.,2002,female,15-24 years,0,7196,0.0,814615333,10499
445,Antigua and Barb.,2002,female,25-34 years,0,8155,0.0,814615333,10499
446,Antigua and Barb.,2002,female,35-54 years,0,11760,0.0,814615333,10499
447,Antigua and Barb.,2002,female,5-14 years,0,8408,0.0,814615333,10499
448,Antigua and Barb.,2002,female,55-74 years,0,4050,0.0,814615333,10499
449,Antigua and Barb.,2002,female,75+ years,0,1547,0.0,814615333,10499
450,Antigua and Barb.,2002,male,15-24 years,0,6416,0.0,814615333,10499
451,Antigua and Barb.,2002,male,25-34 years,0,6921,0.0,814615333,10499
452,Antigua and Barb.,2002,male,35-54 years,0,10604,0.0,814615333,10499
453,Antigua and Barb.,2002,male,5-14 years,0,7980,0.0,814615333,10499
454,Antigua and Barb.,2002,male,55-74 years,0,3527,0.0,814615333,10499
455,Antigua and Barb.,2002,male,75+ years,0,1024,0.0,814615333,10499
456,Antigua and Barb.,2003,male,55-74 years,1,3594,27.82,855643111,10878
457,Antigua and Barb.,2003,female,15-24 years,0,7454,0.0,855643111,10878
458,Antigua and Barb.,2003,female,25-34 years,0,7831,0.0,855643111,10878
459,Antigua and Barb.,2003,female,35-54 years,0,12129,0.0,855643111,10878
460,Antigua and Barb.,2003,female,5-14 years,0,8423,0.0,855643111,10878
461,Antigua and Barb.,2003,female,55-74 years,0,4054,0.0,855643111,10878
462,Antigua and Barb.,2003,female,75+ years,0,1583,0.0,855643111,10878
463,Antigua and Barb.,2003,male,15-24 years,0,6730,0.0,855643111,10878
464,Antigua and Barb.,2003,male,25-34 years,0,6734,0.0,855643111,10878
465,Antigua and Barb.,2003,male,35-54 years,0,10997,0.0,855643111,10878
466,Antigua and Barb.,2003,male,5-14 years,0,8061,0.0,855643111,10878
467,Antigua and Barb.,2003,male,75+ years,0,1068,0.0,855643111,10878
468,Antigua and Barb.,2004,male,55-74 years,1,3665,27.29,919577148,11535
469,Antigua and Barb.,2004,male,35-54 years,1,11406,8.77,919577148,11535
470,Antigua and Barb.,2004,female,15-24 years,0,7648,0.0,919577148,11535
471,Antigua and Barb.,2004,female,25-34 years,0,7531,0.0,919577148,11535
472,Antigua and Barb.,2004,female,35-54 years,0,12492,0.0,919577148,11535
473,Antigua and Barb.,2004,female,5-14 years,0,8488,0.0,919577148,11535
474,Antigua and Barb.,2004,female,55-74 years,0,4088,0.0,919577148,11535
475,Antigua and Barb.,2004,female,75+ years,0,1590,0.0,919577148,11535
476,Antigua and Barb.,2004,male,15-24 years,0,6968,0.0,919577148,11535
477,Antigua and Barb.,2004,male,25-34 years,0,6556,0.0,919577148,11535
478,Antigua and Barb.,2004,male,5-14 years,0,8196,0.0,919577148,11535
479,Antigua and Barb.,2004,male,75+ years,0,1094,0.0,919577148,11535
480,Antigua and Barb.,2005,female,15-24 years,0,7780,0.0,1022191296,12649
481,Antigua and Barb.,2005,female,25-34 years,0,7327,0.0,1022191296,12649
482,Antigua and Barb.,2005,female,35-54 years,0,12835,0.0,1022191296,12649
483,Antigua and Barb.,2005,female,5-14 years,0,8584,0.0,1022191296,12649
484,Antigua and Barb.,2005,female,55-74 years,0,4157,0.0,1022191296,12649
485,Antigua and Barb.,2005,female,75+ years,0,1575,0.0,1022191296,12649
486,Antigua and Barb.,2005,male,15-24 years,0,7113,0.0,1022191296,12649
487,Antigua and Barb.,2005,male,25-34 years,0,6444,0.0,1022191296,12649
488,Antigua and Barb.,2005,male,35-54 years,0,11778,0.0,1022191296,12649
489,Antigua and Barb.,2005,male,5-14 years,0,8358,0.0,1022191296,12649
490,Antigua and Barb.,2005,male,55-74 years,0,3748,0.0,1022191296,12649
491,Antigua and Barb.,2005,male,75+ years,0,1110,0.0,1022191296,12649
492,Antigua and Barb.,2006,female,15-24 years,0,7902,0.0,1157005444,14114
493,Antigua and Barb.,2006,female,25-34 years,0,7098,0.0,1157005444,14114
494,Antigua and Barb.,2006,female,35-54 years,0,13374,0.0,1157005444,14114
495,Antigua and Barb.,2006,female,5-14 years,0,8571,0.0,1157005444,14114
496,Antigua and Barb.,2006,female,55-74 years,0,4256,0.0,1157005444,14114
497,Antigua and Barb.,2006,female,75+ years,0,1573,0.0,1157005444,14114
498,Antigua and Barb.,2006,male,15-24 years,0,7239,0.0,1157005444,14114
499,Antigua and Barb.,2006,male,25-34 years,0,6319,0.0,1157005444,14114
500,Antigua and Barb.,2006,male,35-54 years,0,12202,0.0,1157005444,14114
501,Antigua and Barb.,2006,male,5-14 years,0,8485,0.0,1157005444,14114
502,Antigua and Barb.,2006,male,55-74 years,0,3847,0.0,1157005444,14114
503,Antigua and Barb.,2006,male,75+ years,0,1107,0.0,1157005444,14114
504,Antigua and Barb.,2007,male,35-54 years,1,12530,7.98,1311401333,15775
505,Antigua and Barb.,2007,female,15-24 years,0,8013,0.0,1311401333,15775
506,Antigua and Barb.,2007,female,25-34 years,0,6962,0.0,1311401333,15775
507,Antigua and Barb.,2007,female,35-54 years,0,13860,0.0,1311401333,15775
508,Antigua and Barb.,2007,female,5-14 years,0,8555,0.0,1311401333,15775
509,Antigua and Barb.,2007,female,55-74 years,0,4400,0.0,1311401333,15775
510,Antigua and Barb.,2007,female,75+ years,0,1568,0.0,1311401333,15775
511,Antigua and Barb.,2007,male,15-24 years,0,7330,0.0,1311401333,15775
512,Antigua and Barb.,2007,male,25-34 years,0,6267,0.0,1311401333,15775
513,Antigua and Barb.,2007,male,5-14 years,0,8564,0.0,1311401333,15775
514,Antigua and Barb.,2007,male,55-74 years,0,3988,0.0,1311401333,15775
515,Antigua and Barb.,2007,male,75+ years,0,1094,0.0,1311401333,15775
516,Antigua and Barb.,2008,female,15-24 years,0,8108,0.0,1368431037,16238
517,Antigua and Barb.,2008,female,25-34 years,0,6910,0.0,1368431037,16238
518,Antigua and Barb.,2008,female,35-54 years,0,14278,0.0,1368431037,16238
519,Antigua and Barb.,2008,female,5-14 years,0,8537,0.0,1368431037,16238
520,Antigua and Barb.,2008,female,55-74 years,0,4587,0.0,1368431037,16238
521,Antigua and Barb.,2008,female,75+ years,0,1567,0.0,1368431037,16238
522,Antigua and Barb.,2008,male,15-24 years,0,7404,0.0,1368431037,16238
523,Antigua and Barb.,2008,male,25-34 years,0,6274,0.0,1368431037,16238
524,Antigua and Barb.,2008,male,35-54 years,0,12782,0.0,1368431037,16238
525,Antigua and Barb.,2008,male,5-14 years,0,8599,0.0,1368431037,16238
526,Antigua and Barb.,2008,male,55-74 years,0,4158,0.0,1368431037,16238
527,Antigua and Barb.,2008,male,75+ years,0,1069,0.0,1368431037,16238
528,Antigua and Barb.,2009,female,15-24 years,0,8199,0.0,1224253000,14335
529,Antigua and Barb.,2009,female,25-34 years,0,6917,0.0,1224253000,14335
530,Antigua and Barb.,2009,female,35-54 years,0,14629,0.0,1224253000,14335
531,Antigua and Barb.,2009,female,5-14 years,0,8514,0.0,1224253000,14335
532,Antigua and Barb.,2009,female,55-74 years,0,4793,0.0,1224253000,14335
533,Antigua and Barb.,2009,female,75+ years,0,1571,0.0,1224253000,14335
534,Antigua and Barb.,2009,male,15-24 years,0,7489,0.0,1224253000,14335
535,Antigua and Barb.,2009,male,25-34 years,0,6325,0.0,1224253000,14335
536,Antigua and Barb.,2009,male,35-54 years,0,12978,0.0,1224253000,14335
537,Antigua and Barb.,2009,male,5-14 years,0,8599,0.0,1224253000,14335
538,Antigua and Barb.,2009,male,55-74 years,0,4349,0.0,1224253000,14335
539,Antigua and Barb.,2009,male,75+ years,0,1042,0.0,1224253000,14335
540,Antigua and Barb.,2012,female,15-24 years,0,8435,0.0,1211411704,13657
541,Antigua and Barb.,2012,female,25-34 years,0,7215,0.0,1211411704,13657
542,Antigua and Barb.,2012,female,35-54 years,0,15193,0.0,1211411704,13657
543,Antigua and Barb.,2012,female,5-14 years,0,8401,0.0,1211411704,13657
544,Antigua and Barb.,2012,female,55-74 years,0,5512,0.0,1211411704,13657
545,Antigua and Barb.,2012,female,75+ years,0,1625,0.0,1211411704,13657
546,Antigua and Barb.,2012,male,15-24 years,0,7893,0.0,1211411704,13657
547,Antigua and Barb.,2012,male,25-34 years,0,6629,0.0,1211411704,13657
548,Antigua and Barb.,2012,male,35-54 years,0,13280,0.0,1211411704,13657
549,Antigua and Barb.,2012,male,5-14 years,0,8475,0.0,1211411704,13657
550,Antigua and Barb.,2012,male,55-74 years,0,4994,0.0,1211411704,13657
551,Antigua and Barb.,2012,male,75+ years,0,1051,0.0,1211411704,13657
552,Antigua and Barb.,2013,female,15-24 years,0,8494,0.0,1192925407,13287
553,Antigua and Barb.,2013,female,25-34 years,0,7397,0.0,1192925407,13287
554,Antigua and Barb.,2013,female,35-54 years,0,15236,0.0,1192925407,13287
555,Antigua and Barb.,2013,female,5-14 years,0,8353,0.0,1192925407,13287
556,Antigua and Barb.,2013,female,55-74 years,0,5787,0.0,1192925407,13287
557,Antigua and Barb.,2013,female,75+ years,0,1652,0.0,1192925407,13287
558,Antigua and Barb.,2013,male,15-24 years,0,8061,0.0,1192925407,13287
559,Antigua and Barb.,2013,male,25-34 years,0,6782,0.0,1192925407,13287
560,Antigua and Barb.,2013,male,35-54 years,0,13302,0.0,1192925407,13287
561,Antigua and Barb.,2013,male,5-14 years,0,8405,0.0,1192925407,13287
562,Antigua and Barb.,2013,male,55-74 years,0,5238,0.0,1192925407,13287
563,Antigua and Barb.,2013,male,75+ years,0,1072,0.0,1192925407,13287
564,Antigua and Barb.,2014,female,15-24 years,0,8537,0.0,1280133333,14093
565,Antigua and Barb.,2014,female,25-34 years,0,7578,0.0,1280133333,14093
566,Antigua and Barb.,2014,female,35-54 years,0,15273,0.0,1280133333,14093
567,Antigua and Barb.,2014,female,5-14 years,0,8296,0.0,1280133333,14093
568,Antigua and Barb.,2014,female,55-74 years,0,6085,0.0,1280133333,14093
569,Antigua and Barb.,2014,female,75+ years,0,1686,0.0,1280133333,14093
570,Antigua and Barb.,2014,male,15-24 years,0,8208,0.0,1280133333,14093
571,Antigua and Barb.,2014,male,25-34 years,0,6928,0.0,1280133333,14093
572,Antigua and Barb.,2014,male,35-54 years,0,13325,0.0,1280133333,14093
573,Antigua and Barb.,2014,male,5-14 years,0,8335,0.0,1280133333,14093
574,Antigua and Barb.,2014,male,55-74 years,0,5503,0.0,1280133333,14093
575,Antigua and Barb.,2014,male,75+ years,0,1083,0.0,1280133333,14093
576,Antigua and Barb.,2015,female,55-74 years,1,6403,15.62,1364863037,14853
577,Antigua and Barb.,2015,female,15-24 years,0,8561,0.0,1364863037,14853
578,Antigua and Barb.,2015,female,25-34 years,0,7740,0.0,1364863037,14853
579,Antigua and Barb.,2015,female,35-54 years,0,15323,0.0,1364863037,14853
580,Antigua and Barb.,2015,female,5-14 years,0,8239,0.0,1364863037,14853
581,Antigua and Barb.,2015,female,75+ years,0,1724,0.0,1364863037,14853
582,Antigua and Barb.,2015,male,15-24 years,0,8331,0.0,1364863037,14853
583,Antigua and Barb.,2015,male,25-34 years,0,7059,0.0,1364863037,14853
584,Antigua and Barb.,2015,male,35-54 years,0,13370,0.0,1364863037,14853
585,Antigua and Barb.,2015,male,5-14 years,0,8268,0.0,1364863037,14853
586,Antigua and Barb.,2015,male,55-74 years,0,5784,0.0,1364863037,14853
587,Antigua and Barb.,2015,male,75+ years,0,1087,0.0,1364863037,14853
588,Argentina,1985,male,75+ years,202,363000,55.65,88416668900,3264
589,Argentina,1985,male,55-74 years,485,1997000,24.29,88416668900,3264
590,Argentina,1985,male,35-54 years,414,3346300,12.37,88416668900,3264
591,Argentina,1985,female,55-74 years,210,2304000,9.11,88416668900,3264
592,Argentina,1985,male,25-34 years,177,2234200,7.92,88416668900,3264
593,Argentina,1985,female,75+ years,41,537000,7.64,88416668900,3264
594,Argentina,1985,male,15-24 years,156,2415200,6.46,88416668900,3264
595,Argentina,1985,female,35-54 years,142,3355300,4.23,88416668900,3264
596,Argentina,1985,female,25-34 years,65,2185200,2.97,88416668900,3264
597,Argentina,1985,female,15-24 years,69,2354200,2.93,88416668900,3264
598,Argentina,1985,male,5-14 years,16,3044200,0.53,88416668900,3264
599,Argentina,1985,female,5-14 years,11,2955200,0.37,88416668900,3264
600,Argentina,1986,male,75+ years,230,365000,63.01,110934442763,4072
601,Argentina,1986,male,55-74 years,530,2008300,26.39,110934442763,4072
602,Argentina,1986,male,35-54 years,478,3365200,14.2,110934442763,4072
603,Argentina,1986,male,25-34 years,209,2246900,9.3,110934442763,4072
604,Argentina,1986,female,75+ years,48,540200,8.89,110934442763,4072
605,Argentina,1986,female,55-74 years,201,2317100,8.67,110934442763,4072
606,Argentina,1986,male,15-24 years,186,2428900,7.66,110934442763,4072
607,Argentina,1986,female,35-54 years,188,3374300,5.57,110934442763,4072
608,Argentina,1986,female,25-34 years,96,2197600,4.37,110934442763,4072
609,Argentina,1986,female,15-24 years,101,2367600,4.27,110934442763,4072
610,Argentina,1986,male,5-14 years,10,3061400,0.33,110934442763,4072
611,Argentina,1986,female,5-14 years,7,2971900,0.24,110934442763,4072
612,Argentina,1987,male,75+ years,200,369800,54.08,111106191358,4026
613,Argentina,1987,male,55-74 years,532,2034500,26.15,111106191358,4026
614,Argentina,1987,male,35-54 years,482,3409100,14.14,111106191358,4026
615,Argentina,1987,female,75+ years,57,547000,10.42,111106191358,4026
616,Argentina,1987,female,55-74 years,224,2347300,9.54,111106191358,4026
617,Argentina,1987,male,25-34 years,192,2276200,8.44,111106191358,4026
618,Argentina,1987,male,15-24 years,179,2460600,7.27,111106191358,4026
619,Argentina,1987,female,35-54 years,209,3418300,6.11,111106191358,4026
620,Argentina,1987,female,25-34 years,89,2226200,4.0,111106191358,4026
621,Argentina,1987,female,15-24 years,93,2398400,3.88,111106191358,4026
622,Argentina,1987,male,5-14 years,15,3101300,0.48,111106191358,4026
623,Argentina,1987,female,5-14 years,14,3010700,0.47,111106191358,4026
624,Argentina,1988,male,75+ years,216,392000,55.1,126206817196,4458
625,Argentina,1988,male,55-74 years,550,2079000,26.46,126206817196,4458
626,Argentina,1988,male,35-54 years,477,3503000,13.62,126206817196,4458
627,Argentina,1988,female,75+ years,61,602000,10.13,126206817196,4458
628,Argentina,1988,female,55-74 years,233,2412000,9.66,126206817196,4458
629,Argentina,1988,male,25-34 years,215,2276000,9.45,126206817196,4458
630,Argentina,1988,male,15-24 years,211,2524000,8.36,126206817196,4458
631,Argentina,1988,female,35-54 years,198,3508000,5.64,126206817196,4458
632,Argentina,1988,female,15-24 years,101,2459000,4.11,126206817196,4458
633,Argentina,1988,female,25-34 years,61,2228000,2.74,126206817196,4458
634,Argentina,1988,male,5-14 years,20,3210000,0.62,126206817196,4458
635,Argentina,1988,female,5-14 years,11,3115000,0.35,126206817196,4458
636,Argentina,1989,male,75+ years,208,400000,52.0,76636898036,2670
637,Argentina,1989,male,55-74 years,548,2105000,26.03,76636898036,2670
638,Argentina,1989,male,35-54 years,462,3561000,12.97,76636898036,2670
639,Argentina,1989,female,75+ years,65,622000,10.45,76636898036,2670
640,Argentina,1989,male,25-34 years,219,2287000,9.58,76636898036,2670
641,Argentina,1989,female,55-74 years,201,2446000,8.22,76636898036,2670
642,Argentina,1989,male,15-24 years,186,2575000,7.22,76636898036,2670
643,Argentina,1989,female,35-54 years,166,3563000,4.66,76636898036,2670
644,Argentina,1989,female,25-34 years,83,2240000,3.71,76636898036,2670
645,Argentina,1989,female,15-24 years,80,2509000,3.19,76636898036,2670
646,Argentina,1989,male,5-14 years,18,3245000,0.55,76636898036,2670
647,Argentina,1989,female,5-14 years,11,3149000,0.35,76636898036,2670
648,Argentina,1990,male,75+ years,226,411100,54.97,141352368715,4859
